iter	Accuracy	MultiClass
675	1	0.1376403751
676	1	0.1374241551
677	1	0.1370758071
678	1	0.1367262539
679	1	0.1366592931
680	1	0.1364322262
681	1	0.1360651975
682	1	0.1357465062
683	1	0.1354635837
684	1	0.1351624253
685	1	0.134971199
686	1	0.1348022834
687	1	0.1346299674
688	1	0.1342881189
689	1	0.1340656576
690	1	0.1337530067
691	1	0.1334521065
692	1	0.1332298318
693	1	0.1328523292
694	1	0.1326595678
695	1	0.1324453708
696	1	0.1320433193
697	1	0.1317901396
698	1	0.1314944333
699	1	0.1314138996
700	1	0.131179085
701	1	0.131033011
702	1	0.1308177523
703	1	0.1305143987
704	1	0.1302604873
705	1	0.1301203388
706	1	0.1299237178
707	1	0.1295910231
708	1	0.1293535685
709	1	0.1290481058
710	1	0.1288424027
711	1	0.1284611267
712	1	0.1283456993
713	1	0.1280484578
714	1	0.1278113763
715	1	0.1275636057
716	1	0.127318102
717	1	0.1271952139
718	1	0.1269442725
719	1	0.1265743168
720	1	0.1263352122
721	1	0.1260871403
722	1	0.1258018504
723	1	0.1255755871
724	1	0.1254140175
725	1	0.1249591377
726	1	0.1247824887
727	1	0.1245665557
728	1	0.1244128487
729	1	0.1242060265
730	1	0.1240078128
731	1	0.1237717787
732	1	0.1234792576
733	1	0.1232764527
734	1	0.1230433742
735	1	0.1227691464
736	1	0.1226588699
737	1	0.1224081724
738	1	0.1221412332
739	1	0.1218301749
740	1	0.1217018203
741	1	0.1213985527
742	1	0.121200583
743	1	0.1209461264
744	1	0.1206095148
745	1	0.1204679029
746	1	0.1203451296
747	1	0.1201249066
748	1	0.1199010393
749	1	0.1197203155
750	1	0.1194958456
751	1	0.1192774878
752	1	0.1190954154
753	1	0.1188558014
754	1	0.1185293337
755	1	0.1183492843
756	1	0.1179636537
757	1	0.1177397649
758	1	0.1175700315
759	1	0.1173174472
760	1	0.1170843041
761	1	0.1169112779
762	1	0.1166804376
763	1	0.1164266553
764	1	0.1163098434
765	1	0.1160354937
766	1	0.1158716429
767	1	0.1157206476
768	1	0.1155667325
769	1	0.1154492893
770	1	0.1153164439
771	1	0.1151086317
772	1	0.1148508966
773	1	0.1145776516
774	1	0.1144453873
775	1	0.1143604704
776	1	0.1141131517
777	1	0.1138492471
778	1	0.1136393617
779	1	0.1134545273
780	1	0.1132246698
781	1	0.1130185578
782	1	0.1127561525
783	1	0.1126032777
784	1	0.1124610919
785	1	0.1122396422
786	1	0.1120988768
787	1	0.1118912296
